Name,Size,Bet,Market,Time,Price,Entry,Avg,Market Trades,Market Volume,Volume Conc.,Market PnL,Total Trades,Unique Markets,Trade Conc.,Open Positions,O.P. Value,Tot.PnL,Tot.Vol,Wallet Age,WC/TX Delta,WC/TX %,Active Market,Active Hold,Tx Hash,Polymarket,Profile,Market Link,Outcome
0x557694A837828...,2500,1,US strikes Iran by June 30 2026?,15840,0.52,0.52,0.52,1,2500,0.2534,72,3,2,0.333,2,4500,115,9900,27360,11520,0.5789,1,0,,,,https://polymarket.com/market/us-strikes-iran-by-june-30-2026-699-664-723-485-753-218-567-164-387-443-377-384-159-973-494-631-694-956-361-443-224-518-537-678-486-386-275-153-976-862-149-897-221-522-378-575-993-365-444-965-488-963-698-313-696-829-887-721,
ydecfujcf,1000,0,Ledger IPO before 2027?,15840,0.4,0.4,0.4,1,1000,0.3918,52,4,4,0.25,4,1100,-14,2700,24480,7200,0.6471,0,0,,,,https://polymarket.com/market/ledger-ipo-before-2027,
ukasegfkugeawf,1100,0,Ledger IPO before 2027?,15840,0.4,0.4,0.4,1,1100,0.395,55,4,4,0.25,4,1200,55,2800,24480,7200,0.6471,0,0,,,,https://polymarket.com/market/ledger-ipo-before-2027,
szdfgdszgd,1100,0,Ledger IPO before 2027?,15840,0.4,0.4,0.4,1,1100,0.3964,57,3,3,0.333,3,1200,-14,2900,24480,7200,0.6471,0,0,,,,https://polymarket.com/market/ledger-ipo-before-2027,
cawefaewf,1000,0,Ledger IPO before 2027?,15840,0.39,0.39,0.39,6,3800,0.3905,26,9,4,0.667,1,0,25,9800,25920,8640,0.6111,0,0,,,,https://polymarket.com/market/ledger-ipo-before-2027,
ysdGJFJyeswf,1000,0,Ledger IPO before 2027?,15840,0.39,0.39,0.39,5,4000,0.3899,27,8,4,0.625,3,70,27,10300,,0,0,0,0,,,,https://polymarket.com/market/ledger-ipo-before-2027,
rgadergd,1000,0,Ledger IPO before 2027?,15840,0.4,0.4,0.4,2,2000,0.3907,-26,5,4,0.4,1,27,-25,5200,25920,8640,0.6111,0,0,,,,https://polymarket.com/market/ledger-ipo-before-2027,
SEFGRSEFGRES,1000,0,Ledger IPO before 2027?,15840,0.4,0.4,0.4,3,2000,0.3898,-26,6,4,0.5,3,68,-25,5200,25920,8640,0.6111,0,0,,,,https://polymarket.com/market/ledger-ipo-before-2027,
dzergergdg,1000,0,Ledger IPO before 2027?,15840,0.4,0.4,0.4,3,2000,0.39,-26,6,4,0.5,3,67,-25,5200,25920,8640,0.6111,0,0,,,,https://polymarket.com/market/ledger-ipo-before-2027,
ASDFRbaerg,1000,0,Ledger IPO before 2027?,15840,0.4,0.4,0.4,3,2000,0.3915,-26,6,4,0.5,3,46,-26,5200,25920,8640,0.6111,0,0,,,,https://polymarket.com/market/ledger-ipo-before-2027,
dgergr,1100,0,Ledger IPO before 2027?,15840,0.39,0.38,0.38,5,4200,0.388,53,8,4,0.625,3,59,54,10700,,0,0,0,0,,,,https://polymarket.com/market/ledger-ipo-before-2027,
sERgfwerafasrf,1100,0,Ledger IPO before 2027?,15840,0.39,0.38,0.38,6,4200,0.3883,53,9,4,0.667,3,53,54,10700,25920,8640,0.6111,0,0,,,,https://polymarket.com/market/ledger-ipo-before-2027,
auyfdcajeyhd,1100,0,Ledger IPO before 2027?,15840,0.39,0.38,0.38,6,4200,0.3881,54,9,4,0.667,1,1,54,10800,25920,8640,0.6111,0,0,,,,https://polymarket.com/market/ledger-ipo-before-2027,
aregaferger,1100,0,Ledger IPO before 2027?,15840,0.39,0.39,0.39,3,2200,0.3851,0,6,4,0.5,3,73,0,5800,25920,8640,0.6111,0,0,,,,https://polymarket.com/market/ledger-ipo-before-2027,
argaergvzsxdfv,1100,0,Ledger IPO before 2027?,15840,0.39,0.39,0.39,3,2200,0.3879,0,6,4,0.5,3,30,0,5600,25920,8640,0.6111,0,0,,,,https://polymarket.com/market/ledger-ipo-before-2027,
asthsergeg,1100,0,Ledger IPO before 2027?,15840,0.39,0.39,0.39,3,2300,0.3863,0,6,4,0.5,3,56,0,5900,,0,0,0,0,,,,https://polymarket.com/market/ledger-ipo-before-2027,
srgredgrfdfd,1200,0,Ledger IPO before 2027?,15840,0.39,0.39,0.39,6,4300,0.3913,25,9,4,0.667,1,1,25,11100,25920,8640,0.6111,0,0,,,,https://polymarket.com/market/ledger-ipo-before-2027,
asjdygvjyaers,1000,0,Ledger IPO before 2027?,15840,0.39,0.39,0.39,7,4000,0.3909,25,10,3,0.7,2,40,25,10300,25920,8640,0.6111,0,0,,,,https://polymarket.com/market/ledger-ipo-before-2027,
agvaerafg,1100,0,Ledger IPO before 2027?,15840,0.39,0.39,0.39,5,4200,0.3899,25,8,4,0.625,3,68,26,10700,25920,8640,0.6111,0,0,,,,https://polymarket.com/market/ledger-ipo-before-2027,
rdegbzdfgbzd,1000,0,Ledger IPO before 2027?,15840,0.38,0.38,0.38,6,3700,0.3874,48,9,4,0.667,3,51,48,9600,25920,8640,0.6111,0,0,,,,https://polymarket.com/market/ledger-ipo-before-2027,
argeerfgvrr,1000,0,Ledger IPO before 2027?,15840,0.38,0.38,0.38,6,4000,0.3879,51,9,4,0.667,3,52,51,10300,,0,0,0,0,,,,https://polymarket.com/market/ledger-ipo-before-2027,
0x5fd6cde20bcde...,1400,0,Will Xi Jinping meet with Cheng Li-wun by June 30?,15840,0.65,0.65,0.65,1,1400,0.1362,-1,8,5,0.125,1,1400,-8,10100,,0,0,1,0,,,,https://polymarket.com/market/will-xi-jinping-meet-with-cheng-li-wun-before-2027,
testingmyangels...,1400,0,DeepSeek V4 released by February 28?,15840,0.6,0.6,0.6,1,1400,0.0313,-34,15,10,0.067,4,1300,-3500,43400,,0,0,0,0,,,,https://polymarket.com/market/deepseek-v4-released-by-february-28,
0x038C1908567a8...,1600,1,Will Timothée Chalamet win Best Actor at the 98th Academy...,17280,0.78,0.78,0.78,1,1600,0.1285,10,22,16,0.045,5,7300,-1300,12100,741600,724320,0.0233,1,0,,,,https://polymarket.com/market/will-timothe-chalamet-win-best-actor-at-the-98th-academy-awards,
0x3446368609709...,2400,1,Will the US confirm that aliens exist before 2027?,17280,0.11,0.1,0.1,2,2600,0.109,-96,2,1,1,1,2500,-96,23900,23040,5760,0.75,1,0,,,,https://polymarket.com/market/will-the-us-confirm-that-aliens-exist-before-2027,
0xbE71C8C7E5505...,1000,1,Backpack FDV above 500M one day after launch?,17280,0.55,0.55,0.55,1,1000,0.5541,-35,1,1,1,1,968,-35,1800,,0,0,0,0,,,,https://polymarket.com/market/backpack-fdv-above-500m-one-day-after-launch-438,
Stami1,1100,1,US strikes Iran by March 31 2026?,17280,0.4,0.39,0.4,3,2100,0.3952,-55,3,1,1,1,2100,-55,5400,21600,4320,0.8,1,0,,,,https://polymarket.com/market/us-strikes-iran-by-march-31-2026-393-221-132-633-215-592-866-184-321-377-931-222-297-655-719-935-944-321-534-925-937-744-476-586-454-914-676-972-362-876-771-213-554-443-439-287-519-563-393-256-817-961-941-762-654-519-837-721-654,
KingKRool,2600,1,Will Alexandria Ocasio-Cortez win the 2028 Democratic pre...,17280,0.1,0.1,0.1,7,10000,0.1038,-653,7,1,1,1,9300,-653,96400,17280,0,1,1,0,,,,https://polymarket.com/market/will-alexandria-ocasio-cortez-win-the-2028-democratic-presidential-nomination-653,
KingKRool,4200,1,Will Alexandria Ocasio-Cortez win the 2028 Democratic pre...,17280,0.11,0.1,0.1,7,10000,0.1038,-798,7,1,1,1,9200,-798,96400,,0,0,1,0,,,,https://polymarket.com/market/will-alexandria-ocasio-cortez-win-the-2028-democratic-presidential-nomination-653,
flowjj,1900,1,Khamenei out as Supreme Leader of Iran by March 31?,17280,0.16,0.16,0.16,2,3500,0.0277,-109,6,4,0.333,4,23400,-85,126200,17280,0,1,1,0,,,,https://polymarket.com/market/khamenei-out-as-supreme-leader-of-iran-by-march-31,
Maccola,1000,0,Will the DHS shutdown last 30 days or more?,17280,0.71,0.71,0.71,1,1000,0.0773,-45,5,4,0.2,3,1500,466,13000,27360,10080,0.6316,0,0,,,,https://polymarket.com/market/will-the-dhs-shutdown-last-30-days-or-more-945-663,
masterelodin,4900,1,US strikes Iran by March 31 2026?,17280,0.37,0.37,0.37,4,19900,0.3535,65,11,2,0.364,1,1500,110,56400,17280,0,1,1,0,,,,https://polymarket.com/market/us-strikes-iran-by-march-31-2026-393-221-132-633-215-592-866-184-321-377-931-222-297-655-719-935-944-321-534-925-937-744-476-586-454-914-676-972-362-876-771-213-554-443-439-287-519-563-393-256-817-961-941-762-654-519-837-721-654,
masterelodin,4900,1,US strikes Iran by March 31 2026?,17280,0.37,0.37,0.37,4,19900,0.3535,65,11,2,0.364,1,1500,110,56400,17280,0,1,1,0,,,,https://polymarket.com/market/us-strikes-iran-by-march-31-2026-393-221-132-633-215-592-866-184-321-377-931-222-297-655-719-935-944-321-534-925-937-744-476-586-454-914-676-972-362-876-771-213-554-443-439-287-519-563-393-256-817-961-941-762-654-519-837-721-654,
onebrother,1700,0,Khamenei out as Supreme Leader of Iran by March 31?,17280,0.84,0.84,0.84,1,1700,0.1605,10,19,9,0.053,1,1700,115,10800,188640,171360,0.0916,1,0,,,,https://polymarket.com/market/khamenei-out-as-supreme-leader-of-iran-by-march-31,
extendio1,3500,0,Extended FDV above 300M one day after launch?,17280,0.64,0.62,0.63,4,5000,0.6367,-91,4,1,1,1,4900,-91,7800,,0,0,1,0,,,,https://polymarket.com/market/extended-fdv-above-300m-one-day-after-launch-351-333,
extendio1,1300,0,Extended FDV above 300M one day after launch?,17280,0.63,0.62,0.63,4,5000,0.6367,-91,4,1,1,1,4900,-91,7800,,0,0,1,0,,,,https://polymarket.com/market/extended-fdv-above-300m-one-day-after-launch-351-333,
0xAF42C7B046dF9...,2000,1,US strikes Iran by March 31 2026?,17280,0.37,0.37,0.37,1,2000,0.3695,84,1,1,1,1,2100,84,5400,17280,0,1,1,0,,,,https://polymarket.com/market/us-strikes-iran-by-march-31-2026-393-221-132-633-215-592-866-184-321-377-931-222-297-655-719-935-944-321-534-925-937-744-476-586-454-914-676-972-362-876-771-213-554-443-439-287-519-563-393-256-817-961-941-762-654-519-837-721-654,
0x0dacc9116d284...,3800,1,Will India win the 2026 ICC Men’s T20 World Cup?,17280,0.74,0.43,0.51,7,7500,0.5276,-1600,10,2,0.7,2,5800,-1700,14100,17280,0,1,1,0,,,,https://polymarket.com/market/will-india-win-the-2026-icc-mens-t20-world-cup,
metrozhang27,2000,0,US strikes Iran by March 15 2026?,17280,0.76,0.76,0.76,1,2000,0.1137,-118,7,5,0.143,3,2200,-64,17600,30240,11520,0.5714,1,0,,,,https://polymarket.com/market/us-strikes-iran-by-march-15-2026,
0x0dacc9116d284...,1200,1,Will India win the 2026 ICC Men’s T20 World Cup?,17280,0.5,0.43,0.51,7,7500,0.5276,-1900,10,2,0.7,2,5500,-2000,14100,17280,0,1,1,0,,,,https://polymarket.com/market/will-india-win-the-2026-icc-mens-t20-world-cup,
the67892,3400,1,US strikes Iran by February 28 2026?,17280,0.14,0.14,0.14,1,3400,0.0191,851,4,4,0.25,4,11500,1600,178300,17280,0,1,0,0,,,,https://polymarket.com/market/us-strikes-iran-by-february-28-2026-227-967-547-688-589-491-592-418-452-924-384-915-464-672-196-157-993-596-269-535-381-391-471-256-988-997-296-225-762-973,
Silver-onat,1100,0,Puffpaw FDV above 100M one day after launch?,17280,0.7,0.7,0.7,1,1100,0.6615,40,3,3,0.333,3,1200,-10,1700,,0,0,1,0,,,,https://polymarket.com/market/puffpaw-fdv-above-100m-one-day-after-launch,
itscherry,3700,0,Russia x Ukraine ceasefire by end of 2026?,17280,0.59,0.58,0.57,18,93600,0.5767,1300,18,1,1,1,95000,1300,162300,842400,823680,0.0205,1,0,,,,https://polymarket.com/market/russia-x-ukraine-ceasefire-before-2027,
sejongdaewang,3300,Under,Games Total: O/U 2.5,17280,0.5,0.5,0.5,1,3300,0.071,-1500,19,15,0.053,4,1700,8300,45900,41760,23040,0.4138,0,0,,,,https://polymarket.com/market/lol-navi-fnc-2026-02-16-total-games-2pt5,
dajeroma,1500,0,US strikes Iran by February 28 2026?,17280,0.86,0.86,0.86,1,1500,0.099,-27,16,9,0.063,1,1500,488,15500,,0,0,0,0,,,,https://polymarket.com/market/us-strikes-iran-by-february-28-2026-227-967-547-688-589-491-592-418-452-924-384-915-464-672-196-157-993-596-269-535-381-391-471-256-988-997-296-225-762-973,
gacujika,21100,0,US strikes Iran by February 28 2026?,17280,0.85,0.89,0.87,4,26500,0.2792,443,17,9,0.235,3,61900,1900,95000,184320,165600,0.0938,0,0,,,,https://polymarket.com/market/us-strikes-iran-by-february-28-2026-227-967-547-688-589-491-592-418-452-924-384-915-464-672-196-157-993-596-269-535-381-391-471-256-988-997-296-225-762-973,
gacujika,18900,1,US strikes Iran by June 30 2026?,17280,0.47,0.44,0.46,3,23500,0.247,313,17,9,0.176,3,61900,1900,95000,184320,165600,0.0938,1,0,,,,https://polymarket.com/market/us-strikes-iran-by-june-30-2026-699-664-723-485-753-218-567-164-387-443-377-384-159-973-494-631-694-956-361-443-224-518-537-678-486-386-275-153-976-862-149-897-221-522-378-575-993-365-444,
0x48791e9E57eB6...,3900,1,US strikes Iran by March 31 2026?,17280,0.35,0.35,0.35,1,3900,0.2039,-279,3,2,0.333,1,3600,347,19200,21600,2880,0.8,1,0,,,,https://polymarket.com/market/us-strikes-iran-by-march-31-2026-393-221-132-633-215-592-866-184-321-377-931-222-297-655-719-935-944-321-534-925-937-744-476-586-454-914-676-972-362-876-771-213-554-443-439-287-519-563-393-256,
gacujika,4200,1,US strikes Iran by June 30 2026?,17280,0.46,0.44,0.46,3,23500,0.247,313,17,9,0.176,3,61900,1900,95000,184320,165600,0.0938,1,0,,,,https://polymarket.com/market/us-strikes-iran-by-june-30-2026-699-664-723-485-753-218-567-164-387-443-377-384-159-973-494-631-694-956-361-443-224-518-537-678-486-386-275-153-976-862-149-897-221-522-378-575-993-365-444,
gacujika,4800,0,US strikes Iran by February 28 2026?,17280,0.85,0.89,0.87,4,26500,0.2792,443,17,9,0.235,3,61900,1900,95000,184320,165600,0.0938,0,0,,,,https://polymarket.com/market/us-strikes-iran-by-february-28-2026-227-967-547-688-589-491-592-418-452-924-384-915-464-672-196-157-993-596-269-535-381-391-471-256-988-997-296-225-762-973,
vrg1,1600,1,Will SpaceX's public ticker be X?,17280,0.67,0.55,0.6,10,3100,0.617,115,10,1,1,1,3100,115,4900,23040,5760,0.75,1,0,,,,https://polymarket.com/market/will-spacexs-public-ticker-be-x-333,
0xfa00c1b3279fe...,1500,1,Will Gavin Newsom win the 2028 Democratic presidential no...,17280,0.29,0.28,0.28,19,18200,0.2822,109,19,1,1,1,18400,109,64600,,0,0,1,0,,,,https://polymarket.com/market/will-gavin-newsom-win-the-2028-democratic-presidential-nomination-568,
0xfa00c1b3279fe...,1300,1,Will Gavin Newsom win the 2028 Democratic presidential no...,17280,0.29,0.28,0.28,19,18200,0.2822,109,19,1,1,1,18400,109,64600,,0,0,1,0,,,,https://polymarket.com/market/will-gavin-newsom-win-the-2028-democratic-presidential-nomination-568,
username136,13500,1,US strikes Iran by February 28 2026?,17280,0.15,0.13,0.14,2,13800,0.1385,-1100,3,2,0.667,2,13000,-1200,99900,20160,1440,0.8571,0,0,,,,https://polymarket.com/market/us-strikes-iran-by-february-28-2026-227-967-547-688-589-491-592-418-452-924-384-915-464-672-196-157-993-596-269-535-381-391-471-256-988-997-296-225-762-973,
HealthySky539,1100,Under,Games Total: O/U 2.5,17280,0.52,0.52,0.52,1,1100,0.1522,117,6,3,0.167,4,2400,-1300,7300,21600,2880,0.8,0,0,,,,https://polymarket.com/market/cs2-mouz-vit-2026-02-16-total-games-2pt5,
HealthySky539,1000,Under,Games Total: O/U 2.5,17280,0.5,0.5,0.5,3,1000,0.1394,-1000,6,3,0.5,4,2400,-1300,7300,21600,2880,0.8,0,0,,,,https://polymarket.com/market/cs2-faze-prv-2026-02-16-total-games-2pt5,
julianasydney17...,2500,0,Will Lens win the 2025–26 French Ligue 1?,17280,0.86,0.88,0.87,8,20700,0.3766,0,16,5,0.5,0,0,0,54900,,0,0,1,0,,,,https://polymarket.com/market/will-lens-win-the-202526-french-ligue-1,
zayn900megan,4600,0,Will Lens win the 2025–26 French Ligue 1?,17280,0.86,0.86,0.86,5,18500,0.2209,0,21,6,0.238,0,0,-73,83600,506880,488160,0.0341,1,0,,,,https://polymarket.com/market/will-lens-win-the-202526-french-ligue-1,
kaysongeoff9786,1200,1,Will Lens win the 2025–26 French Ligue 1?,17280,0.14,0.14,0.14,5,3500,0.0311,-25,25,6,0.2,0,0,-16,112200,20160,1440,0.8571,1,0,,,,https://polymarket.com/market/will-lens-win-the-202526-french-ligue-1,
Curtis223,3600,0,Will Lens win the 2025–26 French Ligue 1?,17280,0.86,0.14,0.5,5,8400,0.2077,13,11,3,0.455,0,0,17,40700,506880,488160,0.0341,1,0,,,,https://polymarket.com/market/will-lens-win-the-202526-french-ligue-1,
Cassius866,3400,0,Will Lens win the 2025–26 French Ligue 1?,17280,0.86,0.14,0.5,4,8000,0.157,12,20,5,0.2,0,0,59,51200,502560,483840,0.0344,1,0,,,,https://polymarket.com/market/will-lens-win-the-202526-french-ligue-1,
0x3835a7e444AaA...,1800,0,Will Claude 5 be released by February 28 2026?,17280,0.9,0.09,0.5,5,3200,0.2115,-216,5,1,1,1,2200,-216,15100,,0,0,0,0,,,,https://polymarket.com/market/will-claude-5-be-released-by-february-28-2026-352-784,
0xfa00c1b3279fe...,2500,1,Will Gavin Newsom win the 2028 Democratic presidential no...,17280,0.28,0.28,0.28,19,18200,0.2822,12,19,1,1,1,18300,12,64600,17280,0,1,1,0,,,,https://polymarket.com/market/will-gavin-newsom-win-the-2028-democratic-presidential-nomination-568,
0xfa00c1b3279fe...,5000,1,Will Gavin Newsom win the 2028 Democratic presidential no...,17280,0.28,0.28,0.28,19,18200,0.2822,12,19,1,1,1,18300,12,64600,17280,0,1,1,0,,,,https://polymarket.com/market/will-gavin-newsom-win-the-2028-democratic-presidential-nomination-568,
0xfa00c1b3279fe...,5000,1,Will Gavin Newsom win the 2028 Democratic presidential no...,17280,0.28,0.28,0.28,19,18200,0.2822,12,19,1,1,1,18300,12,64600,17280,0,1,1,0,,,,https://polymarket.com/market/will-gavin-newsom-win-the-2028-democratic-presidential-nomination-568,
pennystocker,1000,1,Will Argentina win the 2026 FIFA World Cup?,17280,0.1,0.1,0.1,3,1600,0.098,-81,3,1,1,1,926,-81,16300,,0,0,1,0,,,,https://polymarket.com/market/will-argentina-win-the-2026-fifa-world-cup-245,
CoolFong,9000,1,US strikes Iran by March 31 2026?,17280,0.34,0.61,0.55,5,28700,0.5173,-935,11,6,0.455,2,8500,-937,55400,469440,450720,0.0368,1,0,,,,https://polymarket.com/market/us-strikes-iran-by-march-31-2026-393-221-132-633-215-592-866-184-321-377-931-222-297-655-719-935-944-321-534-925-937-744-476-586-454-914-676-972-362-876-771-213-554-443-439-287-519-563-393-256,
zayn900megan,4600,0,Will Lens win the 2025–26 French Ligue 1?,17280,0.86,0.86,0.86,5,18500,0.2209,0,21,6,0.238,0,0,-73,83600,506880,488160,0.0341,1,0,,,,https://polymarket.com/market/will-lens-win-the-202526-french-ligue-1,
Frank947,3200,0,Will Lens win the 2025–26 French Ligue 1?,17280,0.86,0.86,0.86,2,6300,0.0965,0,18,5,0.111,0,0,-1,65300,,0,0,1,0,,,,https://polymarket.com/market/will-lens-win-the-202526-french-ligue-1,
X1mMxNka3F,2300,0,Will Nicolás Maduro be sentenced to no prison time?,17280,0.75,0.75,0.75,2,2300,0.1279,0,13,6,0.154,1,2300,1000,18100,125280,106560,0.1379,1,0,,,,https://polymarket.com/market/will-nicols-maduro-be-sentenced-to-no-prison-time-974,
UUZYbZJjqO,1900,0,Will Nicolás Maduro be sentenced to no prison time?,17280,0.75,0.75,0.75,1,1900,0.057,0,21,7,0.048,1,1900,502,33300,125280,106560,0.1379,1,0,,,,https://polymarket.com/market/will-nicols-maduro-be-sentenced-to-no-prison-time-974,
Farah202,1200,1,Will Lens win the 2025–26 French Ligue 1?,17280,0.14,0.86,0.5,6,9800,0.1724,0,17,4,0.353,0,0,4,56600,504000,485280,0.0343,1,0,,,,https://polymarket.com/market/will-lens-win-the-202526-french-ligue-1,
Farah202,3700,0,Will Lens win the 2025–26 French Ligue 1?,18720,0.86,0.86,0.5,6,9800,0.1724,0,17,4,0.353,0,0,4,56600,504000,485280,0.0371,1,0,,,,https://polymarket.com/market/will-lens-win-the-202526-french-ligue-1,
stacey524katya,3700,0,Will Lens win the 2025–26 French Ligue 1?,18720,0.86,0.87,0.87,11,29400,0.7008,-12,13,2,0.846,0,0,-21,41900,,0,0,1,0,,,,https://polymarket.com/market/will-lens-win-the-202526-french-ligue-1,
rian99lyndsey,4200,0,Will Lens win the 2025–26 French Ligue 1?,18720,0.86,0.86,0.86,4,8300,0.1639,-10,15,4,0.267,0,0,-10,50800,504000,485280,0.0371,1,0,,,,https://polymarket.com/market/will-lens-win-the-202526-french-ligue-1,
traceyshari7612,4200,0,Will Lens win the 2025–26 French Ligue 1?,18720,0.86,0.86,0.86,2,8500,0.3722,-10,8,3,0.25,0,0,-12,22700,18720,0,1,1,0,,,,https://polymarket.com/market/will-lens-win-the-202526-french-ligue-1,
scotrickey2494,1200,1,Will Lens win the 2025–26 French Ligue 1?,18720,0.14,0.14,0.14,2,2400,0.0555,0,10,3,0.2,0,0,0,43000,515520,496800,0.0363,1,0,,,,https://polymarket.com/market/will-lens-win-the-202526-french-ligue-1,
hayleedick163,1200,1,Will Lens win the 2025–26 French Ligue 1?,18720,0.14,0.14,0.14,3,2400,0.0578,0,11,3,0.273,0,0,-7,41300,502560,483840,0.0372,1,0,,,,https://polymarket.com/market/will-lens-win-the-202526-french-ligue-1,
trzerta,2000,0,Will Claude 5 be released by March 31 2026?,18720,0.58,0.54,0.56,3,2100,0.4347,196,5,2,0.6,2,3200,172,4900,,0,0,0,0,,,,https://polymarket.com/market/will-claude-5-be-released-by-march-31-2026-243-489-141-184,
1bjiEM6sDl,1700,0,Opensea FDV above 1B one day after launch?,18720,0.72,0.72,0.72,1,1700,0.0403,-48,22,7,0.045,1,1700,-964,42400,125280,106560,0.1494,1,0,,,,https://polymarket.com/market/opensea-fdv-above-1b-one-day-after-launch,
2t0Qkqd0tk,1200,0,Opensea FDV above 1B one day after launch?,18720,0.72,0.72,0.72,1,1200,0.0485,-34,17,7,0.059,1,1200,-10,25400,125280,106560,0.1494,1,0,,,,https://polymarket.com/market/opensea-fdv-above-1b-one-day-after-launch,
aAipvV44xN,2500,0,Opensea FDV above 1B one day after launch?,18720,0.72,0.72,0.72,2,2600,0.0666,-71,22,6,0.091,1,2500,79,38600,,0,0,1,0,,,,https://polymarket.com/market/opensea-fdv-above-1b-one-day-after-launch,
leyibaby,1500,1,US strikes Iran by February 28 2026?,18720,0.15,0.12,0.13,5,3700,0.1327,63,5,1,1,1,3800,63,28000,20160,1440,0.9286,0,0,,,,https://polymarket.com/market/us-strikes-iran-by-february-28-2026-227-967-547-688-589-491-592-418-452-924-384-915-464-672-196-157-993-596-269-535-381-391-471-256-988-997-296-225-762-973,
luckystrike20,1300,1,Will James Talarico be the Democratic nominee for Senate ...,18720,0.65,0.64,0.65,8,2800,0.4958,-71,14,2,0.571,2,3600,-82,5700,20160,1440,0.9286,1,0,,,,https://polymarket.com/market/will-james-talarico-be-the-democratic-nominee-for-senate-in-texas,
docdog,1500,0,US strikes Iran by June 30 2026?,18720,0.55,0.56,0.56,2,5000,0.557,-107,2,1,1,3,20200,15200,9000,23040,4320,0.8125,1,0,,,,https://polymarket.com/market/us-strikes-iran-by-june-30-2026-699-664-723-485-753-218-567-164-387-443-377-384-159-973-494-631-694-956-361-443-224-518-537-678-486-386-275-153-976-862-149-897-221-522-378-575-993-365-444,
alimarwan,3100,1,Will Trump visit China by March 31?,18720,0.11,0.11,0.11,1,3100,0.1071,-1700,2,2,0.5,2,1400,-1700,28900,21600,2880,0.8667,0,0,,,,https://polymarket.com/market/will-trump-visit-china-by-march-31,
AlongCamePol,1800,1,US strikes Iran by June 30 2026?,18720,0.45,0.45,0.45,1,1800,0.222,20,2,2,0.5,2,2400,-565,8000,31680,12960,0.5909,1,0,,,,https://polymarket.com/market/us-strikes-iran-by-june-30-2026-699-664-723-485-753-218-567-164-387-443-377-384-159-973-494-631-694-956-361-443-224-518-537-678-486-386-275-153-976-862-149-897-221-522-378-575-993-365-444,
0x1793DB5EBc13d...,1200,1,US strikes Iran by February 28 2026?,18720,0.13,0.11,0.12,2,1200,0.1005,154,5,4,0.4,4,1400,141,12200,21600,2880,0.8667,0,0,,,,https://polymarket.com/market/us-strikes-iran-by-february-28-2026-227-967-547-688-589-491-592-418-452-924-384-915-464-672-196-157-993-596-269-535-381-391-471-256-988-997-296-225-762-973,
whopperlover,1200,1,US strikes Iran by March 15 2026?,18720,0.24,0.24,0.24,1,1200,0.0126,-25,8,8,0.125,11,20200,-486,95300,18720,0,1,1,0,,,,https://polymarket.com/market/us-strikes-iran-by-march-15-2026,
whopperlover,3700,1,US strikes Iran by March 31 2026?,18720,0.32,0.32,0.32,1,3700,0.0393,-59,8,8,0.125,11,20200,-486,95300,18720,0,1,1,0,,,,https://polymarket.com/market/us-strikes-iran-by-march-31-2026-393-221-132-633-215-592-866-184-321-377-931-222-297-655-719-935-944-321-534-925-937-744-476-586-454-914-676-972-362-876-771-213-554-443-439-287-519-563-393-256,
whopperlover,4700,1,US strikes Iran by June 30 2026?,18720,0.45,0.45,0.45,1,4700,0.0491,-52,8,8,0.125,11,20200,-486,95300,18720,0,1,1,0,,,,https://polymarket.com/market/us-strikes-iran-by-june-30-2026-699-664-723-485-753-218-567-164-387-443-377-384-159-973-494-631-694-956-361-443-224-518-537-678-486-386-275-153-976-862-149-897-221-522-378-575-993-365-444,
whopperlover,6300,1,US strikes Iran by February 28 2026?,18720,0.13,0.13,0.13,1,6300,0.0657,-241,8,8,0.125,11,20200,-486,95300,18720,0,1,0,0,,,,https://polymarket.com/market/us-strikes-iran-by-february-28-2026-227-967-547-688-589-491-592-418-452-924-384-915-464-672-196-157-993-596-269-535-381-391-471-256-988-997-296-225-762-973,
avrNi5KQU1,1600,0,Will Nicolás Maduro be sentenced to no prison time?,18720,0.75,0.75,0.75,1,1600,0.0763,0,16,7,0.063,1,1600,323,21600,,0,0,1,0,,,,https://polymarket.com/market/will-nicols-maduro-be-sentenced-to-no-prison-time-974,
30dIWi1VBX,2900,0,Will Nicolás Maduro be sentenced to no prison time?,18720,0.75,0.75,0.75,1,2900,0.0808,0,13,7,0.077,1,2900,1800,35400,125280,105120,0.1494,1,0,,,,https://polymarket.com/market/will-nicols-maduro-be-sentenced-to-no-prison-time-974,
Tpgc1lDO63,1200,0,Will Nicolás Maduro be sentenced to no prison time?,18720,0.75,0.75,0.75,1,1200,0.0679,0,13,6,0.077,1,1200,-804,17400,125280,105120,0.1494,1,0,,,,https://polymarket.com/market/will-nicols-maduro-be-sentenced-to-no-prison-time-974,
itscherry,2700,0,Russia x Ukraine ceasefire by end of 2026?,18720,0.59,0.58,0.57,17,89900,0.5762,1400,17,1,1,1,91300,1400,156100,842400,823680,0.0222,1,0,,,,https://polymarket.com/market/russia-x-ukraine-ceasefire-before-2027,
0x468051f69570c...,22900,1,Nothing Ever Happens: MicroStrategy,18720,0.85,0.85,0.85,1,22900,0.3273,-157,17,7,0.059,7,26900,-5900,69800,846720,826560,0.0221,1,0,,,,https://polymarket.com/market/nothing-ever-happens-microstrategy,
